diagnostic_id,item_id,diagnostic_class,source_width,source_height,detected_box_count,accepted_box_count,person_detected,confidence,box_area_ratio,x1,y1,x2,y2,crop_box
PFV4D_0030,P4D_PLAN::PF_P4D_HN_SIT_G006_V05,floor_sitting,1920,1080,1,1,true,0.9122527241706848,0.11032257764270374,566.132080078125,271.24493408203125,1053.2362060546875,740.8876342773438,"468,200,1151,812"
PFV4D_0031,P4D_PLAN::PF_P4D_HN_SIT_G007_V01,floor_sitting,1920,1080,1,1,true,0.8957822322845459,0.07882268586609927,791.84326171875,273.4910888671875,1204.65087890625,669.4302978515625,"709,214,1288,729"
PFV4D_0032,P4D_PLAN::PF_P4D_HN_SIT_G007_V02,floor_sitting,1920,1080,1,1,true,0.8748135566711426,0.029920245450975252,891.3134765625,329.0134582519531,1117.351318359375,603.4923706054688,"846,287,1163,645"
PFV4D_0033,P4D_PLAN::PF_P4D_HN_SIT_G007_V03,floor_sitting,1920,1080,2,2,true,0.8380559086799622,0.1074569162427603,650.70556640625,254.40797424316406,1212.34423828125,651.1446533203125,"538,194,1325,711"
PFV4D_0034,P4D_PLAN::PF_P4D_HN_SIT_G007_V04,floor_sitting,1920,1080,2,2,true,0.9011967778205872,0.09891415604191148,763.7032470703125,435.27630615234375,1385.2113037109375,765.2935791015625,"639,385,1510,815"
PFV4D_0035,P4D_PLAN::PF_P4D_HN_SIT_G007_V05,floor_sitting,1920,1080,1,1,true,0.8967368006706238,0.13190378844705533,444.5058288574219,326.7532653808594,1014.3876953125,806.704833984375,"330,254,1129,879"
PFV4D_0036,V2_ORIGINAL::IMG_003702,floor_sitting,1920,1080,2,2,true,0.8918288350105286,0.13507011153604792,844.0149536132812,271.21051025390625,1401.735107421875,773.4003295898438,"732,195,1514,849"
PFV4D_0037,V2_ORIGINAL::IMG_003703,floor_sitting,1920,1080,1,1,true,0.9278085827827454,0.4476819275094183,514.2091064453125,46.83636474609375,1454.19384765625,1034.419677734375,"326,0,1643,1080"
PFV4D_0038,V2_ORIGINAL::IMG_003704,floor_sitting,1920,1080,1,1,true,0.9084840416908264,0.06334026670156702,941.5111083984375,362.4459228515625,1265.6239013671875,767.6825561523438,"876,301,1331,829"
PFV4D_0039,V2_ORIGINAL::IMG_003705,floor_sitting,1920,1080,1,1,true,0.9122037887573242,0.24690080480979912,487.8380126953125,306.7152099609375,1282.72412109375,950.79931640625,"328,210,1442,1048"
PFV4D_0040,V2_ORIGINAL::IMG_003706,floor_sitting,1920,1080,1,1,true,0.9154045581817627,0.10284554378558015,449.89727783203125,371.0481262207031,948.7868041992188,798.5185546875,"350,306,1049,863"
PFV4D_0041,V2_ORIGINAL::IMG_003707,floor_sitting,1920,1080,2,2,true,0.8571646809577942,0.04119237057652945,814.8594360351562,348.2925109863281,1120.5111083984375,627.74951171875,"753,306,1182,670"
PFV4D_0042,V2_ORIGINAL::IMG_003708,floor_sitting,1920,1080,1,1,true,0.8737068772315979,0.10446312805277243,968.4093627929688,294.1885070800781,1407.767578125,787.2138671875,"880,220,1496,862"
PFV4D_0043,V2_ORIGINAL::IMG_003709,floor_sitting,1920,1080,1,1,true,0.8047168254852295,0.01680456777387816,891.0239868164062,342.959228515625,1109.4364013671875,502.501220703125,"847,319,1154,527"
PFV4D_0044,V2_ORIGINAL::IMG_003710,floor_sitting,1920,1080,1,1,true,0.9248083233833313,0.14275719408422627,914.1659545898438,152.48789978027344,1487.4522705078125,668.8464965820312,"799,75,1603,747"
PFV4D_0045,V2_ORIGINAL::IMG_003711,floor_sitting,1920,1080,1,1,true,0.8918012380599976,0.10574337637401186,729.6866455078125,315.7481689453125,1275.8961181640625,717.1865844726562,"620,255,1386,778"
PFV4D_0046,V2_ORIGINAL::IMG_003712,floor_sitting,1920,1080,2,2,true,0.9339543581008911,0.16839647215468076,677.9503784179688,255.3335418701172,1255.07080078125,860.3839111328125,"562,164,1371,952"
PFV4D_0047,V2_ORIGINAL::IMG_003713,floor_sitting,1920,1080,1,1,true,0.9317643046379089,0.17169568083995493,496.12127685546875,238.92901611328125,1061.03173828125,869.167236328125,"383,144,1175,964"
PFV4D_0048,V2_ORIGINAL::IMG_003714,floor_sitting,1920,1080,1,1,true,0.8836509585380554,0.07337128360485543,766.3604736328125,347.4114074707031,1120.7081298828125,776.7713623046875,"695,283,1192,842"
PFV4D_0049,V2_ORIGINAL::IMG_003715,floor_sitting,1920,1080,1,1,true,0.899158239364624,0.05385826245493566,653.880615234375,358.7235107421875,959.603759765625,724.02294921875,"592,303,1021,779"
PFV4D_0050,V2_ORIGINAL::IMG_003716,floor_sitting,1920,1080,1,1,true,0.8768171668052673,0.08702203454737577,649.11767578125,268.54632568359375,1048.7310791015625,720.10498046875,"569,200,1129,788"
PFV4D_0051,V2_ORIGINAL::IMG_003717,floor_sitting,1920,1080,1,1,true,0.9245349764823914,0.12489573697082557,506.783935546875,427.58074951171875,1017.8875122070312,934.295654296875,"404,351,1121,1011"
PFV4D_0052,V2_ORIGINAL::IMG_003718,floor_sitting,1920,1080,1,1,true,0.8801469802856445,0.06146624764032485,635.0930786132812,481.5511779785156,977.5021362304688,853.7855224609375,"566,425,1046,910"
PFV4D_0053,V2_ORIGINAL::IMG_003719,floor_sitting,1920,1080,1,1,true,0.8378166556358337,0.017785412459731257,1107.261962890625,426.67034912109375,1291.6070556640625,626.72900390625,"1070,396,1329,657"
PFV4D_0054,V2_ORIGINAL::IMG_003720,floor_sitting,1920,1080,1,1,true,0.9147012233734131,0.09548561551556405,761.5960693359375,316.5611572265625,1136.7901611328125,844.2852783203125,"686,237,1212,924"
PFV4D_0055,V2_ORIGINAL::IMG_003721,floor_sitting,1920,1080,1,1,true,0.9260579347610474,0.08951940278172549,225.9513397216797,307.2658996582031,663.97216796875,731.0526733398438,"138,243,752,795"
PFV4D_0056,P4D_PLAN::PF_P4D_POS_PRONE_G001_V01,lying,1920,1080,1,1,true,0.8419154286384583,0.0815880620459696,700.5291137695312,586.3374633789062,1519.2169189453125,792.9864501953125,"536,555,1683,824"
PFV4D_0057,P4D_PLAN::PF_P4D_POS_PRONE_G001_V02,lying,1920,1080,1,1,true,0.8363440632820129,0.047115549332132405,723.33935546875,673.0365600585938,1323.4656982421875,835.8336181640625,"603,648,1444,861"
PFV4D_0058,P4D_PLAN::PF_P4D_POS_PRONE_G001_V03,lying,1920,1080,1,1,true,0.8383229970932007,0.11999196327165312,600.3388671875,458.79254150390625,1370.1446533203125,782.0108642578125,"446,410,1525,831"
PFV4D_0059,P4D_PLAN::PF_P4D_POS_PRONE_G001_V04,lying,1920,1080,1,1,true,0.9139185547828674,0.18869547956017346,380.1771240234375,512.2196044921875,1300.0430908203125,937.5847778320312,"196,448,1485,1002"
PFV4D_0060,P4D_PLAN::PF_P4D_POS_PRONE_G001_V05,lying,1920,1080,1,1,true,0.907950758934021,0.10769899094535504,526.3609008789062,514.73583984375,1226.38720703125,833.759033203125,"386,466,1367,882"
PFV4D_0061,V2_ORIGINAL::IMG_004002,lying,1920,1080,1,1,true,0.9166774749755859,0.24247284510613235,502.77520751953125,437.6964111328125,1497.2149658203125,943.2993774414062,"303,361,1697,1020"
PFV4D_0062,V2_ORIGINAL::IMG_004003,lying,1920,1080,2,2,true,0.822796106338501,0.20266174214910143,383.9165344238281,531.7160034179688,1857.6141357421875,816.8758544921875,"89,488,1920,860"
PFV4D_0063,V2_ORIGINAL::IMG_004004,lying,1920,1080,1,1,true,0.9359273314476013,0.2192289343564577,903.4588623046875,459.1048278808594,1669.0089111328125,1052.917236328125,"750,370,1823,1080"
PFV4D_0064,V2_ORIGINAL::IMG_004005,lying,1920,1080,1,1,true,0.9319137930870056,0.2374513597072718,392.20269775390625,524.1699829101562,1322.0657958984375,1053.6878662109375,"206,444,1509,1080"
PFV4D_0065,V2_ORIGINAL::IMG_004006,lying,1920,1080,1,1,true,0.8777728080749512,0.11708359395426894,542.2202758789062,522.4429931640625,1339.989990234375,826.7720947265625,"382,476,1500,873"
PFV4D_0066,V2_ORIGINAL::IMG_004007,lying,1920,1080,1,1,true,0.9011613130569458,0.15775217352940807,424.9111633300781,527.37890625,1370.9599609375,873.1484985351562,"235,475,1561,926"
PFV4D_0067,V2_ORIGINAL::IMG_004008,lying,1920,1080,1,1,true,0.9270421862602234,0.34022717468820857,320.62939453125,391.4687805175781,1382.2669677734375,1056.0035400390625,"108,291,1595,1080"
PFV4D_0068,V2_ORIGINAL::IMG_004009,lying,1920,1080,2,1,true,0.8376479148864746,0.05068424704038652,463.7005920410156,508.78948974609375,959.159912109375,720.91357421875,"364,476,1059,753"
PFV4D_0069,V2_ORIGINAL::IMG_004010,lying,1920,1080,1,1,true,0.8798298239707947,0.07111289840088122,613.8387451171875,500.6209716796875,1290.9422607421875,718.401123046875,"478,467,1427,752"
PFV4D_0070,V2_ORIGINAL::IMG_004011,lying,1920,1080,3,3,true,0.8246027827262878,0.15028522583881568,502.7707214355469,535.9735107421875,1423.7801513671875,874.3320922851562,"318,485,1608,926"
PFV4D_0071,V2_ORIGINAL::IMG_004012,lying,1920,1080,1,1,true,0.915467381477356,0.29845026303071925,395.6378173828125,430.71990966796875,1653.202880859375,922.8347778320312,"144,356,1905,997"
PFV4D_0072,V2_ORIGINAL::IMG_004013,lying,1920,1080,1,1,true,0.8852037787437439,0.3058866409720213,210.47076416015625,546.3182373046875,1638.7972412109375,990.3949584960938,"0,479,1920,1058"
PFV4D_0073,V2_ORIGINAL::IMG_004014,lying,1920,1080,1,1,true,0.9336481094360352,0.2430448103146261,604.8323974609375,296.7257995605469,1493.0020751953125,864.1598510742188,"427,211,1671,950"
PFV4D_0074,P4D_PLAN::PF_P4D_POS_SIDE_G001_V01,lying,1920,1080,1,1,true,0.822826623916626,0.08408436594924515,481.5766296386719,396.5212097167969,1218.380859375,633.1611938476562,"334,361,1366,669"
PFV4D_0075,P4D_PLAN::PF_P4D_POS_SIDE_G001_V02,lying,1920,1080,1,1,true,0.9226081371307373,0.07787513799056336,874.8385620117188,530.200439453125,1463.303955078125,804.6123046875,"757,489,1581,846"
PFV4D_0076,P4D_PLAN::PF_P4D_POS_SIDE_G001_V03,lying,1920,1080,1,1,true,0.8834978342056274,0.10246420953511982,503.5740051269531,551.73291015625,1294.5064697265625,820.3649291992188,"345,511,1453,861"
PFV4D_0077,P4D_PLAN::PF_P4D_POS_SIDE_G001_V04,lying,1920,1080,1,1,true,0.9206005334854126,0.2045441635746371,240.5284423828125,445.02978515625,1310.4112548828125,841.4683227539062,"26,385,1525,901"
PFV4D_0078,P4D_PLAN::PF_P4D_POS_SIDE_G001_V05,lying,1920,1080,1,1,true,0.8808189630508423,0.10625672445322076,614.7112426757812,410.87567138671875,1539.361083984375,649.1647338867188,"429,375,1725,685"
PFV4D_0079,V2_ORIGINAL::IMG_004022,lying,1920,1080,1,1,true,0.8810646533966064,0.20116240431295557,392.85638427734375,472.06475830078125,1469.7509765625,859.4103393554688,"177,413,1686,918"
PFV4D_0080,V2_ORIGINAL::IMG_004023,lying,1920,1080,1,1,true,0.8450868725776672,0.2776384570723598,329.28131103515625,535.2638549804688,1859.7352294921875,911.4340209960938,"23,478,1920,968"
PFV4D_0081,V2_ORIGINAL::IMG_004024,lying,1920,1080,2,2,true,0.9227190017700195,0.14497706054532264,528.7816772460938,477.9429016113281,1453.07666015625,803.190185546875,"343,429,1638,852"
PFV4D_0082,V2_ORIGINAL::IMG_004025,lying,1920,1080,1,1,true,0.9301442503929138,0.17428124202148024,464.5400390625,471.9188232421875,1553.28125,803.8522338867188,"246,422,1772,854"
PFV4D_0083,V2_ORIGINAL::IMG_004026,lying,1920,1080,1,1,true,0.856967568397522,0.15718840985647317,757.5391845703125,619.1890869140625,1894.1533203125,905.958251953125,"530,576,1920,949"
PFV4D_0084,V2_ORIGINAL::IMG_004027,lying,1920,1080,1,1,true,0.909896731376648,0.23028954883885927,408.25592041015625,364.94586181640625,1702.9522705078125,733.7801513671875,"149,309,1920,790"
PFV4D_0085,V2_ORIGINAL::IMG_004028,lying,1920,1080,1,1,true,0.842073380947113,0.20578883145722046,259.83782958984375,512.286865234375,1387.9820556640625,890.5396728515625,"34,455,1614,948"
PFV4D_0086,V2_ORIGINAL::IMG_004029,lying,1920,1080,1,1,true,0.3365907073020935,0.01759827414011751,654.0866088867188,564.123046875,1019.6275634765625,663.9525756835938,"580,549,1093,679"
PFV4D_0087,V2_ORIGINAL::IMG_004030,lying,1920,1080,2,2,true,0.8936583399772644,0.24729669739645033,334.73968505859375,435.8641662597656,1650.111328125,825.7117309570312,"71,377,1914,885"
PFV4D_0088,V2_ORIGINAL::IMG_004031,lying,1920,1080,1,1,true,0.8623558282852173,0.16960658536774442,413.098388671875,429.7757568359375,1582.7398681640625,730.4629516601562,"179,384,1817,776"
PFV4D_0089,V2_ORIGINAL::IMG_004032,lying,1920,1080,1,1,true,0.884047269821167,0.24672196466757063,445.0353088378906,452.5081787109375,1536.70166015625,921.1519775390625,"226,382,1756,992"
PFV4D_0090,V2_ORIGINAL::IMG_004033,lying,1920,1080,1,1,true,0.8831614255905151,0.1696309972993967,333.6995544433594,550.0615234375,1527.3770751953125,844.7364501953125,"94,505,1767,889"
PFV4D_0091,V2_ORIGINAL::IMG_004034,lying,1920,1080,1,1,true,0.8930942416191101,0.10746815007703844,592.8630981445312,554.2352294921875,1423.960693359375,822.3697509765625,"426,514,1591,863"
PFV4D_0092,P4D_PLAN::PF_P4D_POS_SUPINE_G001_V01,lying,1920,1080,1,1,true,0.879269003868103,0.08251501760387328,661.6376953125,574.7152099609375,1492.3275146484375,780.6923828125,"495,543,1659,812"
PFV4D_0093,P4D_PLAN::PF_P4D_POS_SUPINE_G001_V02,lying,1920,1080,1,1,true,0.7472196817398071,0.03487295386666018,676.68798828125,538.6947021484375,1295.9613037109375,655.4647216796875,"552,521,1420,673"
PFV4D_0094,P4D_PLAN::PF_P4D_POS_SUPINE_G001_V03,lying,1920,1080,1,1,true,0.8357200622558594,0.06216284824082524,611.4180908203125,573.4667358398438,1325.039794921875,754.0958862304688,"468,546,1468,782"
PFV4D_0095,P4D_PLAN::PF_P4D_POS_SUPINE_G001_V04,lying,1920,1080,1,1,true,0.9026310443878174,0.20007811612848417,441.27392578125,495.6624755859375,1409.284912109375,924.2546997070312,"247,431,1603,989"
PFV4D_0096,P4D_PLAN::PF_P4D_POS_SUPINE_G001_V05,lying,1920,1080,3,3,true,0.8925914168357849,0.1125389654006048,509.0296630859375,493.3999328613281,1342.309326171875,773.450927734375,"342,451,1509,816"
PFV4D_0097,V2_ORIGINAL::IMG_003982,lying,1920,1080,1,1,true,0.9084994792938232,0.22324508997805187,481.38079833984375,536.4078369140625,1524.0279541015625,980.3941040039062,"272,469,1733,1047"
PFV4D_0098,V2_ORIGINAL::IMG_003983,lying,1920,1080,1,1,true,0.8016383051872253,0.21514544511464515,330.14666748046875,520.2509765625,1729.10302734375,839.1498413085938,"50,472,1920,887"
PFV4D_0099,V2_ORIGINAL::IMG_003984,lying,1920,1080,1,1,true,0.8861992359161377,0.1420238086805716,620.9265747070312,487.7577209472656,1535.0970458984375,809.9083251953125,"438,439,1718,859"
PFV4D_0100,V2_ORIGINAL::IMG_003985,lying,1920,1080,1,1,true,0.6839085817337036,0.07128482066822471,566.1065673828125,616.3004150390625,1348.70556640625,805.1790161132812,"409,587,1506,834"
PFV4D_0101,V2_ORIGINAL::IMG_003986,lying,1920,1080,1,1,true,0.9079105854034424,0.17750871587199746,672.1056518554688,601.7137451171875,1465.1055908203125,1065.8778076171875,"513,532,1624,1080"
PFV4D_0102,V2_ORIGINAL::IMG_003987,lying,1920,1080,1,1,true,0.9141858816146851,0.16190492614211205,530.3372192382812,544.5580444335938,1234.1373291015625,1021.5770874023438,"389,473,1375,1080"
PFV4D_0103,V2_ORIGINAL::IMG_003988,lying,1920,1080,1,1,true,0.90265953540802,0.3730084109484677,563.1036987304688,383.25238037109375,1751.8326416015625,1033.92236328125,"325,285,1920,1080"
PFV4D_0104,V2_ORIGINAL::IMG_003989,lying,1920,1080,1,1,true,0.8838883638381958,0.06851132741317592,625.30224609375,682.0658569335938,1312.8787841796875,888.6829833984375,"487,651,1451,920"
PFV4D_0105,V2_ORIGINAL::IMG_003990,lying,1920,1080,1,1,true,0.9114727973937988,0.1413516001866981,416.9688720703125,509.7768859863281,1338.2403564453125,827.931396484375,"232,462,1523,876"
PFV4D_0106,V2_ORIGINAL::IMG_003991,lying,1920,1080,3,3,true,0.9097375273704529,0.27036725059787714,436.5989685058594,525.1224975585938,1458.57958984375,1073.697998046875,"232,442,1663,1080"
PFV4D_0107,V2_ORIGINAL::IMG_003992,lying,1920,1080,1,1,true,0.9340821504592896,0.1953594337167539,372.8962097167969,619.4765014648438,1277.122802734375,1067.480712890625,"192,552,1458,1080"
PFV4D_0108,V2_ORIGINAL::IMG_003993,lying,1920,1080,2,2,true,0.8312535285949707,0.3219222137732969,225.1289520263672,454.7342834472656,1638.9459228515625,926.8872680664062,"0,383,1920,998"
PFV4D_0109,V2_ORIGINAL::IMG_003994,lying,1920,1080,1,1,true,0.8572590351104736,0.1190114490947518,630.833984375,512.7857666015625,1324.0335693359375,868.7902221679688,"492,459,1463,923"
PFV4D_0110,V2_ORIGINAL::IMG_003995,lying,1920,1080,1,1,true,0.9413257837295532,0.1807868675578581,451.25006103515625,433.84661865234375,1108.0548095703125,1004.6093139648438,"319,348,1240,1080"
