prompt_id,generation_group_id,taxonomy,v3_split,event_name,event_definition_version,gt_type,human_semantic_review_required,event_label,sample_role,source_image_path,source_image_sha256,capture_batch,source_type,input_type,usage_scope,source_reference,generation_provider,generation_runtime,generation_revision,frozen_remap_source,staging_path
PF_P4D_HN_KNEEL_G002_V01,PF_P4D_HN_KNEEL_G002,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V01.png,210d11829d57d9b074e2e7658ca4d12c79c80dc238f86b535aaa2af504977037,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G002/PF_P4D_HN_KNEEL_G002_V01.png
PF_P4D_HN_KNEEL_G002_V02,PF_P4D_HN_KNEEL_G002,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V02.png,ef8955ef0328d3adfc4bea1135e9f3dbe606427db8b1e81eb6b4913f7a5f0594,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G002/PF_P4D_HN_KNEEL_G002_V02.png
PF_P4D_HN_KNEEL_G002_V03,PF_P4D_HN_KNEEL_G002,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V03.png,05d5828e5fd335d045e84bddda1fa9df3525a3e4b18bf0a166628d8d69e60416,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G002/PF_P4D_HN_KNEEL_G002_V03.png
PF_P4D_HN_KNEEL_G002_V04,PF_P4D_HN_KNEEL_G002,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V04.png,c0c28bfcdc9e805ec2d27576f4091f66641607befffe949122b7676b10e58d8c,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G002/PF_P4D_HN_KNEEL_G002_V04.png
PF_P4D_HN_KNEEL_G002_V05,PF_P4D_HN_KNEEL_G002,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G002_V05.png,431ae4716b826e9bd246c175f818bf8aa2399eaae160e19af3ddb290e4eccf7b,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G002/PF_P4D_HN_KNEEL_G002_V05.png
PF_P4D_HN_KNEEL_G003_V01,PF_P4D_HN_KNEEL_G003,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V01.png,434d5848e70bbbed778534bb63110feeb1e5186dc2180474e5eab05a8fbd8529,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G003/PF_P4D_HN_KNEEL_G003_V01.png
PF_P4D_HN_KNEEL_G003_V02,PF_P4D_HN_KNEEL_G003,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V02.png,051b250c48295bab5687db7056d8071785b76b677750cccb4ae5716d5f94385a,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G003/PF_P4D_HN_KNEEL_G003_V02.png
PF_P4D_HN_KNEEL_G003_V03,PF_P4D_HN_KNEEL_G003,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V03.png,1bf2338dfaa839012b1fda55442b25f1f23ee8b9aa4c9491a4a5473e1e3a9b95,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G003/PF_P4D_HN_KNEEL_G003_V03.png
PF_P4D_HN_KNEEL_G003_V04,PF_P4D_HN_KNEEL_G003,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V04.png,bc632cd9c7871519b71468c14b351601a6f24fe33a09a3c28504ffa3f91f1a40,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G003/PF_P4D_HN_KNEEL_G003_V04.png
PF_P4D_HN_KNEEL_G003_V05,PF_P4D_HN_KNEEL_G003,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G003_V05.png,115b25ba45d6751f14c7d5c12bcc0b6698649aa7254d1c7911295a05c21f2ed1,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G003/PF_P4D_HN_KNEEL_G003_V05.png
PF_P4D_HN_KNEEL_G004_V01,PF_P4D_HN_KNEEL_G004,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V01.png,da2c71e8ed8df8420bd94c8aeaec0312c4051f4616550b0b852da846eaefbf0d,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G004/PF_P4D_HN_KNEEL_G004_V01.png
PF_P4D_HN_KNEEL_G004_V02,PF_P4D_HN_KNEEL_G004,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V02.png,b337d4329c2c3ade6d50e3726248b05639743410269c6ec6a3ad0983f43e3f19,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G004/PF_P4D_HN_KNEEL_G004_V02.png
PF_P4D_HN_KNEEL_G004_V03,PF_P4D_HN_KNEEL_G004,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V03.png,a6a262123a3536700ad754c224e0174c763217e6efdf5df22b724afce86ce538,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G004/PF_P4D_HN_KNEEL_G004_V03.png
PF_P4D_HN_KNEEL_G004_V04,PF_P4D_HN_KNEEL_G004,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V04.png,4a8924bb2d4d3a38fcf0753e606be24998e7ecffc883b2b4a32df62c0b3edd66,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G004/PF_P4D_HN_KNEEL_G004_V04.png
PF_P4D_HN_KNEEL_G004_V05,PF_P4D_HN_KNEEL_G004,kneeling_half_kneeling,V3_DEV,person_fallen,v3.0,PROMPT_DERIVED_SYNTHETIC_GT,false,0,hard_negative,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G004_V05.png,352272dd4b3fef4caccc8b08037f5c433e07ffe26906fd7f9d39e05aa39b2cae,20260902_person_fallen_v3_codex_clean,ai_generated,real_single_view,development_only,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,codex,CODEX_SAFE_STAGED_CV_V1,P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901,/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_KNEEL_G004/PF_P4D_HN_KNEEL_G004_V05.png
