generation_group_id,staging_directory,image_count,taxonomy,v3_split,event_label,sample_role,capture_batch,scenario_id,source_reference,notes
PF_P4D_HN_CRAWL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_CRAWL_G001,5,crawling_quadruped_support,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_CRAWL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_CRAWL_G001; taxonomy=crawling_quadruped_support; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_MAINT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_MAINT_G006,1,ground_maintenance,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_MAINT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_MAINT_G006; taxonomy=ground_maintenance; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_MIX_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_MIX_G003,5,mixed_hard_negative,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_MIX_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_MIX_G003; taxonomy=mixed_hard_negative; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_PLANK_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_PLANK_G001,5,pushup_plank,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_PLANK_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_PLANK_G001; taxonomy=pushup_plank; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_PLANK_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_PLANK_G002,1,pushup_plank,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_PLANK_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_PLANK_G002; taxonomy=pushup_plank; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G001,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G001; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G002,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G002; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G003,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G003; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G004,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G004; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G005,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G005,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G005,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G005; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G006,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G006; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G007,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G007,5,floor_sitting,V3_DEV,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G007,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G007; taxonomy=floor_sitting; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G008,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G008,5,floor_sitting,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G008,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G008; taxonomy=floor_sitting; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G009,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G009,5,floor_sitting,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G009,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G009; taxonomy=floor_sitting; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G010,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G010,5,floor_sitting,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G010,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G010; taxonomy=floor_sitting; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G011,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G011,5,floor_sitting,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G011,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G011; taxonomy=floor_sitting; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SIT_G012,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SIT_G012,5,floor_sitting,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SIT_G012,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SIT_G012; taxonomy=floor_sitting; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_HN_SQUAT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_SQUAT_G006,5,squat_crouch_deep_bend,V3_SCREEN,0,hard_negative,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_SQUAT_G006,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_SQUAT_G006; taxonomy=squat_crouch_deep_bend; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_NEG_CHAIR_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_NEG_CHAIR_G001,5,chair_seated_normal_work,V3_DEV,0,negative,20260902_person_fallen_v3_codex_clean,PF_P4D_NEG_CHAIR_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_NEG_CHAIR_G001; taxonomy=chair_seated_normal_work; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
