image_filename,source_type,generation_model,generation_model_version,prompt_group,seed,generation_date,generation_batch,prompt_path,prompt_sha256,camera_height_approx_m,source_manifest
122_p13-multi-person-scene-with-one-lying-person-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/122_p13-multi-person-scene-with-one-lying-person-02.txt,3cc46c9722ecf5c12f8d63c390a238df6eb5ec2bb4331a0dad456ad7f49e58c7,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
123_p13-multi-person-scene-with-one-lying-person-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/123_p13-multi-person-scene-with-one-lying-person-03.txt,c8bc3645724f9d735e2a46a5ba82126e06c717b90c6245ec5c2bce8841298fc0,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
124_p13-multi-person-scene-with-one-lying-person-04.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/124_p13-multi-person-scene-with-one-lying-person-04.txt,2f7db5db6030b02af0730673cb19ad2eb58554848a5e69b65aa171bbc20736be,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
125_p13-multi-person-scene-with-one-lying-person-05.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/125_p13-multi-person-scene-with-one-lying-person-05.txt,67a5c71ceffd819be19339fa7820ce00a05113cd67cafe1cb0f989b01b2cd233,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
126_p13-multi-person-scene-with-one-lying-person-06.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/126_p13-multi-person-scene-with-one-lying-person-06.txt,84db1119ccd45bc07d9fc399fe92c61f0d888eac01902a95f05fb2de2d6b7aa3,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
127_p13-multi-person-scene-with-one-lying-person-07.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/127_p13-multi-person-scene-with-one-lying-person-07.txt,466f798136c5088a7cbc110b5b0af05e14cc533f9f16a7dde652c70270777f27,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
128_p13-multi-person-scene-with-one-lying-person-08.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/128_p13-multi-person-scene-with-one-lying-person-08.txt,c573850707e52f921d913fde6b1e09f6ff8c4746efff9f629280aca62ae4b719,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
129_p13-multi-person-scene-with-one-lying-person-09.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/129_p13-multi-person-scene-with-one-lying-person-09.txt,230450a149a86aa005f2222283f47fb1779c4c68aa4dcc9c11c0a8f92b4c3464,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
12_p02-supine-on-floor-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/12_p02-supine-on-floor-02.txt,6d29651752b91d08f1c1dfed9bd3e3aaa6148c1cdc2f5e33904c68fb42dc4a78,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
130_p13-multi-person-scene-with-one-lying-person-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/130_p13-multi-person-scene-with-one-lying-person-10.txt,ae288d3450029392ac7dbbd0a9b4ee6ba27ea356fc465fd1dc4f27186c887aa2,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
131_p14-multi-person-scene-with-one-lying-person-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/131_p14-multi-person-scene-with-one-lying-person-01.txt,7f5326b4f934ac771fe80872c1fb5ce8813ca9de20b78b274a41b6a40d8167b2,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
132_p14-multi-person-scene-with-one-lying-person-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/132_p14-multi-person-scene-with-one-lying-person-02.txt,1081469916668b540fded87964c6cbd8a5a62f1b364c503bfa8bcba92e84142a,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
133_p14-multi-person-scene-with-one-lying-person-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/133_p14-multi-person-scene-with-one-lying-person-03.txt,d93ad19d35fb0e63b90517382122401d2c6bd608e726fffb02021ebb85ecafc7,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
134_p14-multi-person-scene-with-one-lying-person-04.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/134_p14-multi-person-scene-with-one-lying-person-04.txt,2327c9bd83d520136540b3854985335d4b2580589ea36574d62411f15bf6f16c,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
135_p14-multi-person-scene-with-one-lying-person-05.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/135_p14-multi-person-scene-with-one-lying-person-05.txt,69c53404f8dcf61916fb5847fc70554019e057ba480c7ea615854ed42a4d23ea,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
136_p14-multi-person-scene-with-one-lying-person-06.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/136_p14-multi-person-scene-with-one-lying-person-06.txt,29ca5851a88421d30506535346ca1118eb152c6bd10b40224838dfaee2839c31,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
137_p14-multi-person-scene-with-one-lying-person-07.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/137_p14-multi-person-scene-with-one-lying-person-07.txt,7618c60d9824a193126410643cddfad93c6dca53a2bffd219cd206d65d4bb47d,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
138_p14-multi-person-scene-with-one-lying-person-08.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/138_p14-multi-person-scene-with-one-lying-person-08.txt,fc5ee4f0df4dd16cb85705dac31adfb04f912e5b9f60abb8c87fc0c78ac1846d,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
139_p14-multi-person-scene-with-one-lying-person-09.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/139_p14-multi-person-scene-with-one-lying-person-09.txt,5fd596261d57b005bb3853fae5485c5615f0e964674dff3b50dc416a9cab5ba9,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
13_p02-supine-on-floor-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/13_p02-supine-on-floor-03.txt,77ebc2b66e870e8314082079789df7ca6cde84323537c9a7c16a33c7bc79af44,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
140_p14-multi-person-scene-with-one-lying-person-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/140_p14-multi-person-scene-with-one-lying-person-10.txt,5e1b8ba28d2dda4ee37c0e761bb4bad83bad3140ebd3b7f13cd381fd43298cd2,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
141_p15-low-light-shadow-mild-blur-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/141_p15-low-light-shadow-mild-blur-01.txt,b3563a5c0532e79f78956fffdcad3a85eb5a6ffb9dd9f72579e71dcaa5086e4c,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
142_p15-low-light-shadow-mild-blur-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/142_p15-low-light-shadow-mild-blur-02.txt,a5d66ffe860bc0aec9fc697222ae9fd18d8e0bf943b353d3d6d0e74c96de43b4,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
