image_filename,scenario_id,group_id,prompt_group,event_label,sample_role,split,split_reason
110_p11-small-target-far-distance-10.png,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,p11-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
111_p12-small-target-far-distance-01.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
112_p12-small-target-far-distance-02.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
113_p12-small-target-far-distance-03.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
114_p12-small-target-far-distance-04.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
115_p12-small-target-far-distance-05.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
116_p12-small-target-far-distance-06.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
117_p12-small-target-far-distance-07.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
118_p12-small-target-far-distance-08.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
119_p12-small-target-far-distance-09.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
11_p02-supine-on-floor-01.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
120_p12-small-target-far-distance-10.png,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche
121_p13-multi-person-scene-with-one-lying-person-01.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
122_p13-multi-person-scene-with-one-lying-person-02.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
123_p13-multi-person-scene-with-one-lying-person-03.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
124_p13-multi-person-scene-with-one-lying-person-04.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
125_p13-multi-person-scene-with-one-lying-person-05.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
126_p13-multi-person-scene-with-one-lying-person-06.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
127_p13-multi-person-scene-with-one-lying-person-07.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
128_p13-multi-person-scene-with-one-lying-person-08.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
129_p13-multi-person-scene-with-one-lying-person-09.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
12_p02-supine-on-floor-02.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
130_p13-multi-person-scene-with-one-lying-person-10.png,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
131_p14-multi-person-scene-with-one-lying-person-01.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
132_p14-multi-person-scene-with-one-lying-person-02.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
133_p14-multi-person-scene-with-one-lying-person-03.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
134_p14-multi-person-scene-with-one-lying-person-04.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
135_p14-multi-person-scene-with-one-lying-person-05.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
136_p14-multi-person-scene-with-one-lying-person-06.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
137_p14-multi-person-scene-with-one-lying-person-07.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
138_p14-multi-person-scene-with-one-lying-person-08.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
139_p14-multi-person-scene-with-one-lying-person-09.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
13_p02-supine-on-floor-03.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
140_p14-multi-person-scene-with-one-lying-person-10.png,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche
141_p15-low-light-shadow-mild-blur-01.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
142_p15-low-light-shadow-mild-blur-02.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
143_p15-low-light-shadow-mild-blur-03.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
144_p15-low-light-shadow-mild-blur-04.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
145_p15-low-light-shadow-mild-blur-05.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
146_p15-low-light-shadow-mild-blur-06.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
147_p15-low-light-shadow-mild-blur-07.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
148_p15-low-light-shadow-mild-blur-08.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
149_p15-low-light-shadow-mild-blur-09.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
14_p02-supine-on-floor-04.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
150_p15-low-light-shadow-mild-blur-10.png,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
151_p16-low-light-shadow-mild-blur-01.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
152_p16-low-light-shadow-mild-blur-02.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
153_p16-low-light-shadow-mild-blur-03.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
154_p16-low-light-shadow-mild-blur-04.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
155_p16-low-light-shadow-mild-blur-05.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
156_p16-low-light-shadow-mild-blur-06.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
157_p16-low-light-shadow-mild-blur-07.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
158_p16-low-light-shadow-mild-blur-08.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
159_p16-low-light-shadow-mild-blur-09.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
15_p02-supine-on-floor-05.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
160_p16-low-light-shadow-mild-blur-10.png,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche
161_p17-abnormal-support-surface-01.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
162_p17-abnormal-support-surface-02.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
163_p17-abnormal-support-surface-03.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
164_p17-abnormal-support-surface-04.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
165_p17-abnormal-support-surface-05.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
166_p17-abnormal-support-surface-06.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
167_p17-abnormal-support-surface-07.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
168_p17-abnormal-support-surface-08.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
169_p17-abnormal-support-surface-09.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
16_p02-supine-on-floor-06.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
170_p17-abnormal-support-surface-10.png,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
171_p18-abnormal-support-surface-01.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
172_p18-abnormal-support-surface-02.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
173_p18-abnormal-support-surface-03.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
174_p18-abnormal-support-surface-04.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
175_p18-abnormal-support-surface-05.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
176_p18-abnormal-support-surface-06.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
177_p18-abnormal-support-surface-07.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
178_p18-abnormal-support-surface-08.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
179_p18-abnormal-support-surface-09.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
17_p02-supine-on-floor-07.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
180_p18-abnormal-support-surface-10.png,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche
181_p19-active-voluntary-lying-on-ground-01.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
182_p19-active-voluntary-lying-on-ground-02.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
183_p19-active-voluntary-lying-on-ground-03.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
184_p19-active-voluntary-lying-on-ground-04.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
185_p19-active-voluntary-lying-on-ground-05.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
186_p19-active-voluntary-lying-on-ground-06.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
187_p19-active-voluntary-lying-on-ground-07.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
188_p19-active-voluntary-lying-on-ground-08.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
189_p19-active-voluntary-lying-on-ground-09.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
18_p02-supine-on-floor-08.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
190_p19-active-voluntary-lying-on-ground-10.png,pf_v2_aigc_p19-active-voluntary-lying-on-ground,pf_v2_aigc_p19-active-voluntary-lying-on-ground,p19-active-voluntary-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
191_p20-static-lying-on-ground-01.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
192_p20-static-lying-on-ground-02.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
193_p20-static-lying-on-ground-03.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
194_p20-static-lying-on-ground-04.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
195_p20-static-lying-on-ground-05.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
196_p20-static-lying-on-ground-06.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
197_p20-static-lying-on-ground-07.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
198_p20-static-lying-on-ground-08.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
199_p20-static-lying-on-ground-09.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
19_p02-supine-on-floor-09.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
200_p20-static-lying-on-ground-10.png,pf_v2_aigc_p20-static-lying-on-ground,pf_v2_aigc_p20-static-lying-on-ground,p20-static-lying-on-ground,1,positive,HOLDOUT,sealed remaining role-group tranche
201_n01-normal-standing-01.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
202_n01-normal-standing-02.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
203_n01-normal-standing-03.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
204_n01-normal-standing-04.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
205_n01-normal-standing-05.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
206_n01-normal-standing-06.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
207_n01-normal-standing-07.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
208_n01-normal-standing-08.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
209_n01-normal-standing-09.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
20_p02-supine-on-floor-10.png,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche
210_n01-normal-standing-10.png,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,n01-normal-standing,0,negative,DEV,first deterministic role-group tranche
