image_filename,sha256,dhash,exact_duplicate,duplicate_of,near_duplicate_group
177_p18-abnormal-support-surface-07.png,251e3c7a3456fbfd1c8bed68a487bece1deed7fabb8d6c9dc5803298dcc03ade,193107476316c671,no,,
178_p18-abnormal-support-surface-08.png,a3460a93de4473c9338a458de20e2ae1e36b633979f3d33665c653a1dc20fecd,a8aa909090b6880c,no,,
179_p18-abnormal-support-surface-09.png,3ff93f899ac57671fa107fce88639cc997ee54068464199a0af564efa225977d,5263e1f5f7e2d0d1,no,,
17_p02-supine-on-floor-07.png,03f04df8719f4f00db8f20614cc8b2dac09a6f1fdd4e26ec246375a43cce72f9,4b4b4b2b6373676f,no,,
180_p18-abnormal-support-surface-10.png,bd3c3dcc2aa778e6aee0976792115ee43f4cbb4fcabae83bace1ecb624f393c2,7f399b933372ecc7,no,,
181_p19-active-voluntary-lying-on-ground-01.png,8fd156a8c439704b329f46bd6faba4b4667d0cf8f114fa5f8b4b3debf98c720a,d3c6468721380c1e,no,,
182_p19-active-voluntary-lying-on-ground-02.png,917e156f1263be2b899ecf4c87b971e87ee962fc1525ed4324baee7c3d15c45b,79b1393535e1605d,no,,
183_p19-active-voluntary-lying-on-ground-03.png,06168c86cc88b96431afc5272762478431ae1a20a29cd5dd29b10f8601d10baa,b2b034fc4c6161b1,no,,
184_p19-active-voluntary-lying-on-ground-04.png,b54730ddcf274d24a82b0f6141131ee0c35f3d95308d830e06a58a5174dd5bb3,646c4c6665784c87,no,,
185_p19-active-voluntary-lying-on-ground-05.png,9c0a9ba8adc62f632d444eb5eeaaead0a31ec3584caddb950e1e126cb6e49ff7,a6a68e9ca4948c8c,no,,
186_p19-active-voluntary-lying-on-ground-06.png,2f16a0969310f13bacfcb0c025c6e65b4a80fa3eefd6f9d6f9f88a064f66da97,60796d6da3333131,no,,
187_p19-active-voluntary-lying-on-ground-07.png,2eb145bb33077aee65d852b9db97ff7e16a6443237e06e0e49ad286c266694de,9f8d9d0f37373747,no,,
188_p19-active-voluntary-lying-on-ground-08.png,409b9aafcd21596649d9506d1a1cb6e6d2c418c0dede71731a284f08ce3da50e,e5bb1bc7d3c7cb83,no,,
189_p19-active-voluntary-lying-on-ground-09.png,f0896d5057b1d237729d0b6dbacb6052187fcaa3f1650ba4bad3e8dd48de6f05,1de3050931f3d383,no,,
18_p02-supine-on-floor-08.png,6881ae0e92af78ee265a345ee5b2601e4ce3545a239f37f0fc65e19cdbce3046,93939646e5e62e17,no,,
190_p19-active-voluntary-lying-on-ground-10.png,dce8cb218c852a5f46cde0734b70bc3398faf0b4479f04ace0bc0844cb09b8e8,ceda4c0e3b195c0c,no,,
