media_candidate_id,image_filename,image_sha256,scenario_id,group_id,event_label,sample_role,split,split_reason,source_type,event_definition_version
,10_p01-supine-on-floor-10.png,38ce6cfd624925a391aacf8d6c267d8413b097d6ec4ded21c7df9f4bff2cfeff,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,110_p11-small-target-far-distance-10.png,efe45d0ff9a1ad063fa930140a73f54bdf564c3a9b239ebedef1217d31366066,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,111_p12-small-target-far-distance-01.png,13e8ef71870c18d10ac9cc45523bbe4f41cbf083965e4a221e973326dcf56bb4,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,112_p12-small-target-far-distance-02.png,4246436d0560d692bc2a83933ff0ccc245b079b9dc388f87f12af3ba4c0efbde,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,113_p12-small-target-far-distance-03.png,4f075f1149ff33cfcbcec68d07edbf4cc29988b3f720ccf0b5d74fdce70facef,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,114_p12-small-target-far-distance-04.png,e2928c129ae6704a885c150d43502ddb40a423dc0f8553a21174ef5dae51e0f0,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,115_p12-small-target-far-distance-05.png,622d392259b400aa43fa2e5b1dce8794622f280a4fa06fdaf4da1909f5e5deb0,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,116_p12-small-target-far-distance-06.png,a14ab07cc237f1a4f11a5051bece00f00a840747d4b99370ef4aae4a0f04676e,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,117_p12-small-target-far-distance-07.png,8e10fb3e2510598863ef827bd869e44e59f9e066ef57c50ffbde24611b85d0ce,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,118_p12-small-target-far-distance-08.png,653d2f7b8ae607c5a1d8519b1896aebc1d0e8906e07b7e3d07e5acaf8d44dde7,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,119_p12-small-target-far-distance-09.png,1d937f7e58326096314cee37f9fd8fe698daca3701c607433ed1e5051c852e0d,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,11_p02-supine-on-floor-01.png,b4de656feff104baf2db6ddaddd657dbf850a940b31683a66e179b52e650ffba,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,120_p12-small-target-far-distance-10.png,1f10a05af9f62318af661e1b51e57d9d11f2c1131af580c18997ad8cfeb9a419,pf_v2_aigc_p12-small-target-far-distance,pf_v2_aigc_p12-small-target-far-distance,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,121_p13-multi-person-scene-with-one-lying-person-01.png,c52e27d28166379f0bf4e7014d269248cc2878c8b7666f6623a1d37a0020d1cc,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,122_p13-multi-person-scene-with-one-lying-person-02.png,25860012ebf9600a4fdee82d33b2ac5b3d7d0e4ab8e7da58bf18b9a7dc1f163f,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,123_p13-multi-person-scene-with-one-lying-person-03.png,771b0ace516d4c2c30fc25a7af11f23ad483de9c257c18411115d2977c1ae5b2,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,124_p13-multi-person-scene-with-one-lying-person-04.png,e45842d8c9a5a6acaefd80a5cae41a9e188428ec65dd44a47945bd1fce7147e6,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,125_p13-multi-person-scene-with-one-lying-person-05.png,7a5f34441fd413216c2b9f8986c63217e803e97536356b527de20889e445f81b,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,126_p13-multi-person-scene-with-one-lying-person-06.png,99cb3837b7ae580e12c124c8254c72e6969a6b4eab30d48fa4304f231dd3cdc7,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,127_p13-multi-person-scene-with-one-lying-person-07.png,30fbf8f91e9d4c43c8f3bd055e10c04ab652a1e808669b0cbf75b75888bd16cf,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,128_p13-multi-person-scene-with-one-lying-person-08.png,7d8f0c1464e4c7566b8b7cbca3914e4a510015d240297a75da22a21e949e80c0,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,129_p13-multi-person-scene-with-one-lying-person-09.png,f78d8ca52d5bc3ed76775ddad8cee820d472856a9ceea09669d20568c1fe8d09,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,12_p02-supine-on-floor-02.png,9bf58dce8362de316637a40ce17ef8cf5a4a65455b6bb9bdc22a40bb860abee4,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,130_p13-multi-person-scene-with-one-lying-person-10.png,921827a544364c2ea9c94f4a919f980641f4f42318a453d1a7a7cb29c5e73795,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,pf_v2_aigc_p13-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,131_p14-multi-person-scene-with-one-lying-person-01.png,6758e8af8c38f7003789531610b7d7864e0248cee328bb432ebb82554016971e,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,132_p14-multi-person-scene-with-one-lying-person-02.png,35841787251043fed8fc37689f30d4616c2c36546d43917e035ec5a0929a44d2,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,133_p14-multi-person-scene-with-one-lying-person-03.png,6ecbdbfe9e463de38f9fda73623b695ca2057fd6b280a94d1edd659acb5cf93a,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,134_p14-multi-person-scene-with-one-lying-person-04.png,f8dc7665581f06955e7e51fcb1d794d700397c5f2497c479ad21d0d821edf8ad,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,135_p14-multi-person-scene-with-one-lying-person-05.png,6dedb4240116565288e9a37accf8ac9d9a5b27997daca1cccb208dcbc603ada2,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,136_p14-multi-person-scene-with-one-lying-person-06.png,53eb38450e8698b310091c2fd508870414d28cdbe07e33e7a9ece2da0b18bc28,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,137_p14-multi-person-scene-with-one-lying-person-07.png,b7550d1504c6d43d4d342a8e154d080f3b9d5b6cdf4d64fc8e2ece062c50fa0a,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,138_p14-multi-person-scene-with-one-lying-person-08.png,450dd9643001f245eaa5d70daa8823790d9e7f56d84b62a051ba2706e056c2f8,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,139_p14-multi-person-scene-with-one-lying-person-09.png,a0f85291d3074380372602c5b29b8d86e00b0462f33eeae4efd04867127a8cb5,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,13_p02-supine-on-floor-03.png,560f13e4a70db0d94d90f60f41b9d100fbae87b7b0cd3a69bd00a4515b4dfb52,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,140_p14-multi-person-scene-with-one-lying-person-10.png,04e15104110c832d8c810e34bf62c039d91dc7ade3b070e480b6d05d227744cb,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,pf_v2_aigc_p14-multi-person-scene-with-one-lying-person,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,141_p15-low-light-shadow-mild-blur-01.png,4135013549e0f3cde667b25bcad2ba4e1979c7250427f33633aa44d5d172e6b4,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,142_p15-low-light-shadow-mild-blur-02.png,6358d7ad3faaac7d4decf4fd6b4bdb0fe676236cf08930002f2bd2e8f43145a4,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,143_p15-low-light-shadow-mild-blur-03.png,5d847470e681641cec0bc293fa78093159f3fba120119f0f47a9e1459b9d0af2,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,144_p15-low-light-shadow-mild-blur-04.png,651d085cacfda0c5e22c6d535021f963394359054b14a585256786174e1ffcd8,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,145_p15-low-light-shadow-mild-blur-05.png,6f09b5476bc7f5eab501ffdbdb51420faa910402c87d41c077911a10bb40efdb,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,146_p15-low-light-shadow-mild-blur-06.png,8258539a334cd708b993308f910bfb2dced41983a61f4440e140d86dc678a24a,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,147_p15-low-light-shadow-mild-blur-07.png,07c28fb3697ce4496e5bce8d075eafd75577adfb2ff210e7f05b02b688b3bdfb,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,148_p15-low-light-shadow-mild-blur-08.png,0b24ae9b7e0a76c86ddd34c7674ae5894296ee663cdf5c8b84fb06f05a63453e,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,149_p15-low-light-shadow-mild-blur-09.png,0fdaecc05b08523b66c02dbb421201e067f9d1a7e39a0c8359bfaedba36a912c,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,14_p02-supine-on-floor-04.png,5d32e551633bc5f3cbccce2413e955e88ff6bb590eb8acf1a89ec25d9e39aa59,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,150_p15-low-light-shadow-mild-blur-10.png,e18de79c3e44756e41a26bd69430787bd3c57680f10858097f8eab3c8941804d,pf_v2_aigc_p15-low-light-shadow-mild-blur,pf_v2_aigc_p15-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,151_p16-low-light-shadow-mild-blur-01.png,5cf380c66e6e35edb104538bd3ab918322674acfc19441da318597dcab67a478,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,152_p16-low-light-shadow-mild-blur-02.png,af3e8bd79b1ca10fa6927cf7da2ec620ecd3ff4e72d23296aa950893700c02bf,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,153_p16-low-light-shadow-mild-blur-03.png,68573dcc1a6915087f16611dcd86eca0b7f22eb3a3a817fbdea1f26a010c9920,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,154_p16-low-light-shadow-mild-blur-04.png,0b22f7171b4846d15c4fe910c0aa29c2ab265d8f0b52ff3e717eccd43daf9abc,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,155_p16-low-light-shadow-mild-blur-05.png,74dbbb76d48d53b485ac2196a6d7e1c2a79b027b3bce7e6c3b5100076dc62665,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,156_p16-low-light-shadow-mild-blur-06.png,818e2cf7659da136bf39484dd1f0826628fb3590fccfb85f2aab3388126e9bf8,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,157_p16-low-light-shadow-mild-blur-07.png,c75a527ca5db85a465831aac2f5e6f172973005137333af99943523fda1a0c4a,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,158_p16-low-light-shadow-mild-blur-08.png,2e8e49c0c65da5f31d493959bc317219f25cc620bc3c6a4261531b10e676ba5d,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,159_p16-low-light-shadow-mild-blur-09.png,67a931690a7dccf8e50c8b162b03388c6b4220f5a4b98776babba81ea5446428,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,15_p02-supine-on-floor-05.png,72e402106d3615e66ed2debf52639aef09664d5d70fdb8cc36336a6dee349d22,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,160_p16-low-light-shadow-mild-blur-10.png,972c31b2bd8d9e4e52550bc0790994af8831b04e975e0aa8b0a7eb58071c170b,pf_v2_aigc_p16-low-light-shadow-mild-blur,pf_v2_aigc_p16-low-light-shadow-mild-blur,1,positive,VAL,second deterministic role-group tranche,ai_generated,v2.0
,161_p17-abnormal-support-surface-01.png,6a3b29e937f5d2d38ac01f36a2269f4bf7ce2c3f4550d4abfe38afb484aa76e0,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,162_p17-abnormal-support-surface-02.png,436d86d2e5b77b736d1b9ba926f3b8cece4b19b1a922d43fc0d8e26e49d82898,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,163_p17-abnormal-support-surface-03.png,37a1c66c732ce9a3e7615141dbe420b6f38556c707bfecdaca493b41e7a4c512,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,164_p17-abnormal-support-surface-04.png,8d2c25ee3660147ef837e631c3b690dafe9a602b2455d40113ac0d951b118469,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,165_p17-abnormal-support-surface-05.png,c0d7bb1f6af17840ef1f7acb4dc30ea2292010446751f0f13223217a9215fb96,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,166_p17-abnormal-support-surface-06.png,77a0f3a71e1430922e4731af6949094fb97d3c94809292367f8276a69a127e63,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,167_p17-abnormal-support-surface-07.png,a63137c56e7773b85d5a0a7949f3e51e34ee594d0c21a1e4b5d0c7b025829819,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,168_p17-abnormal-support-surface-08.png,486c6e50f7962d5b32c18539eff86b9dc93ea43acb9c8a5d6ad1049b38339433,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,169_p17-abnormal-support-surface-09.png,8f3c81b28abf39c8247b66071802fb434eeaa0043330d83f5a89a7c60e179b53,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,16_p02-supine-on-floor-06.png,2e9ea4788510caf75d1b8e17db7a510b0a68ad2f97d75835a51c421dc1865380,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,1,positive,DEV,first deterministic role-group tranche,ai_generated,v2.0
,170_p17-abnormal-support-surface-10.png,ac540e3aff9e2d9912305d40bf4a95a83df0286cff7aa3c7a07f71380ff8a5a2,pf_v2_aigc_p17-abnormal-support-surface,pf_v2_aigc_p17-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,171_p18-abnormal-support-surface-01.png,c437b74de8d07bd3072a379475896538a1ad495f8b7a5817ff2ded7d3d12859a,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,172_p18-abnormal-support-surface-02.png,22d91d7616acda2fcacc049f0d2f299cc4992d2a944826f82b219b143bd10d9d,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,173_p18-abnormal-support-surface-03.png,731f98a3fe5d66753ba07a4a544a798df82956e4c08a16251d6fc609b88583a5,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,174_p18-abnormal-support-surface-04.png,e702de0fc5c37bca607b9fd7ccb7994172625cc73afe88cc9ea4060fa3e4f1b8,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,175_p18-abnormal-support-surface-05.png,125cee2dcd24fbdd97642a640d23844abd747f03e4122f825bc24f76f62c35f1,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,176_p18-abnormal-support-surface-06.png,1381e3ad30a27ba66a0a337f7a57f6066bd134d29eb33c1d97463945e104e96b,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
,177_p18-abnormal-support-surface-07.png,251e3c7a3456fbfd1c8bed68a487bece1deed7fabb8d6c9dc5803298dcc03ade,pf_v2_aigc_p18-abnormal-support-surface,pf_v2_aigc_p18-abnormal-support-surface,1,positive,HOLDOUT,sealed remaining role-group tranche,ai_generated,v2.0
