dataset,request_index,request_id,media_id,timestamp_start_utc,timestamp_end_utc,wall_span_seconds,client_latency_seconds,total_duration_ns,total_duration_seconds,load_duration_ns,load_duration_seconds,prompt_eval_duration_ns,prompt_eval_duration_seconds,eval_duration_ns,eval_duration_seconds,client_overhead_seconds,load_ratio,prompt_eval_ratio,eval_ratio,prompt_eval_count,eval_count,done,done_reason,http_code,prompt_sha256,config_fingerprint,model,format,think,stream,generation_options,high_load,image_sha256,image_path,image_width,image_height,image_bytes,processed_sha256
SCREEN,11,P2_SCREEN_C3_20260826_231841_011,IMG_003752,2026-08-26T15:18:57.282632+00:00,2026-08-26T15:18:58.882612+00:00,1.59998,1.543189525604248,1535204536,1.535204536,468300446,0.468300446,133092520,0.13309252,401452280,0.40145228,0.007984989604248094,0.30504107760140176,0.08669367297909025,0.26149758588258887,598,51,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,9d51842db456f20284d6d821eea6fc180cf491666bb736d8adecd47b93d88344,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003752.jpg,448,336,21656,25480602b03c270139280773141a8df4043ece6f1b9aad7b2cce48e3dbd069af
SCREEN,12,P2_SCREEN_C3_20260826_231841_012,IMG_003753,2026-08-26T15:18:58.883864+00:00,2026-08-26T15:19:00.495901+00:00,1.612037,1.5563619136810303,1537731740,1.53773174,465505572,0.465505572,126003704,0.126003704,481206790,0.48120679,0.01863017368103037,0.3027222238386001,0.08194127800210459,0.31293285914746094,598,61,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,21e39b5f62d3e42f57b1f4a6eb3d6e2de4b48a193a7508edd3dc2914c62b7452,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003753.jpg,448,336,20887,b755802309c2e2ae5deb4dbf25b1108f372c77ff63e6e42d855cf1b713c7cd83
SCREEN,13,P2_SCREEN_C3_20260826_231841_013,IMG_003754,2026-08-26T15:19:00.496969+00:00,2026-08-26T15:19:02.061980+00:00,1.565011,1.5147571563720703,1507040949,1.507040949,486553742,0.486553742,119017187,0.119017187,411168999,0.411168999,0.0077162073720702384,0.3228536970563764,0.07897408964167435,0.27283200185955925,598,51,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,4db498f7d89028b884b3ad72b466542296ceea8b6434cec90c51d30a21bdcd22,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003754.jpg,448,336,13628,c37fc0a65558ca0b66c3c846ca877a5a3423f59d0d6e1f47a605711deb865861
SCREEN,14,P2_SCREEN_C3_20260826_231841_014,IMG_003755,2026-08-26T15:19:02.063022+00:00,2026-08-26T15:19:03.586869+00:00,1.523847,1.4728214740753174,1465086287,1.465086287,404766456,0.404766456,116129196,0.116129196,510341622,0.510341622,0.007735187075317285,0.27627482394147884,0.07926440717549355,0.3483355393660851,598,63,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,5f443d6393dbe2f28eb5fa6a524207ee05b4d6e0649b8ef7fb3096a7391d9ee3,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003755.jpg,448,336,10691,584dea8fada90b5c99af9127ca60c9e4928f334a3133370fd912d235fa62559c
SCREEN,15,P2_SCREEN_C3_20260826_231841_015,IMG_003756,2026-08-26T15:19:03.587796+00:00,2026-08-26T15:19:05.262645+00:00,1.674849,1.6180853843688965,1611507134,1.611507134,467324706,0.467324706,113224454,0.113224454,503694169,0.503694169,0.006578250368896477,0.28999232838642836,0.07025997689439953,0.31256093030736776,598,64,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,0677f623922ae8c0833c4608b442c97f115863391363ec031746984b2a1f7bcc,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003756.jpg,448,336,15656,4150d4318262c34b42f754ca97853526b26b8e8dd0725045cba6918d174a882c
SCREEN,16,P2_SCREEN_C3_20260826_231841_016,IMG_003757,2026-08-26T15:19:05.263717+00:00,2026-08-26T15:19:06.869029+00:00,1.605312,1.5494072437286377,1541626670,1.54162667,408890156,0.408890156,116470895,0.116470895,534986689,0.534986689,0.0077805737286376075,0.2652329282808788,0.07555064871834372,0.3470273960685955,598,68,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,0701ddbdd49380437869cac2251251f3aa0b305fca47da6de7c2fa171e582854,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003757.jpg,448,336,15433,09b35ab7c5bdfba5e4c9317c29f7fb46b5c5ed8b7ed38d56e9288e1399879962
SCREEN,17,P2_SCREEN_C3_20260826_231841_017,IMG_003758,2026-08-26T15:19:06.870035+00:00,2026-08-26T15:19:08.477828+00:00,1.607793,1.5527679920196533,1544810409,1.544810409,474991052,0.474991052,134574836,0.134574836,411042825,0.411042825,0.007957583019653214,0.307475305210738,0.08711414372661701,0.26607978727051673,598,51,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,02d0518049b36e6c2705a4571f7092c9c48fd6f79e4979e7771788eb9107f992,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003758.jpg,448,336,17214,4e6f3f0fedd872ea114061aea248fb750b36fabb1bb979933357bfabfec6edc4
SCREEN,18,P2_SCREEN_C3_20260826_231841_018,IMG_003759,2026-08-26T15:19:08.479183+00:00,2026-08-26T15:19:10.056118+00:00,1.576935,1.5240294933319092,1516653843,1.516653843,413659043,0.413659043,132384227,0.132384227,438094760,0.43809476,0.007375650331909123,0.2727445322538242,0.08728704154280773,0.2888561302382827,598,54,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,30bae33ef6a87738d1ee9d7d6ce2d42944cd954b3f4062fd6de26355e168188b,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003759.jpg,448,336,16383,66747a5729f9dc533dc6473ab9157145cf54a78758cbf17b7dc8705e8a07d067
SCREEN,19,P2_SCREEN_C3_20260826_231841_019,IMG_003760,2026-08-26T15:19:10.057165+00:00,2026-08-26T15:19:11.448353+00:00,1.391188,1.3356640338897705,1327833728,1.327833728,423587832,0.423587832,114428966,0.114428966,377103236,0.377103236,0.007830305889770406,0.31900668213784067,0.08617717985847094,0.2839988381436866,598,48,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,549d55d23c0e591fd1d4500c7b2ead5eb5f4f6657d9d5bad963feac31c5a9b2f,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003760.jpg,448,336,18337,16eeb1ea44ec0578ccd4413e95f07517689c588b0ffe1ef2aef22960aee0fcd6
SCREEN,20,P2_SCREEN_C3_20260826_231841_020,IMG_003761,2026-08-26T15:19:11.449529+00:00,2026-08-26T15:19:13.139452+00:00,1.689923,1.6356589794158936,1626457759,1.626457759,469935226,0.469935226,114077991,0.114077991,513480912,0.513480912,0.009201220415893552,0.2889317127356149,0.07013892022018385,0.3157050400839829,598,64,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,e94ff2a0fe9a16ac49da733e32db3d60fa436f385d1fcb0188577a76ff65c6ac,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003761.jpg,448,336,15289,ae4060aaffe02ad3f77e7da59bbcc07fa18c6c8b07f28315de322e575de11017
SCREEN,21,P2_SCREEN_C3_20260826_231841_021,IMG_003792,2026-08-26T15:19:13.140646+00:00,2026-08-26T15:19:14.775728+00:00,1.635082,1.5777788162231445,1569569937,1.569569937,424702937,0.424702937,114010968,0.114010968,583476997,0.583476997,0.008208879223144505,0.27058554511547067,0.07263834844971295,0.371743229304729,598,73,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,89f0c6b751a3fc4538d934f18cbf75abc3b6719bcade4b0b531c203e44d721c3,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003792.jpg,448,336,19577,6cb95b4d37bd39000297711279653de8b158deba8450f8e7072cbcab9a40b0c9
SCREEN,22,P2_SCREEN_C3_20260826_231841_022,IMG_003793,2026-08-26T15:19:14.777010+00:00,2026-08-26T15:19:16.345423+00:00,1.568413,1.5133280754089355,1505523769,1.505523769,447548014,0.447548014,122908730,0.12290873,423618044,0.423618044,0.00780430640893548,0.29727063977028445,0.08163851845503475,0.2813758591678535,598,53,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,3e4d7e5fe90a8a30bf63a219aa6473320f0776546f99aee49410053e6c32e758,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003793.jpg,448,336,16699,17ee44df330ea8f35ddece550ad0a6c289c975e105d60bfa5a9c89e97cb46313
SCREEN,23,P2_SCREEN_C3_20260826_231841_023,IMG_003794,2026-08-26T15:19:16.346329+00:00,2026-08-26T15:19:18.068296+00:00,1.721967,1.667855978012085,1656818499,1.656818499,458768450,0.45876845,113346326,0.113346326,556339154,0.556339154,0.011037479012085072,0.2768972281978366,0.06841203551771786,0.33578762811725466,598,69,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,5fde9a687c2d7bab3e19ccc3071680f7ba5a21eaa665cb144f86ab38ab1ab627,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003794.jpg,448,336,12729,3b5b9022385f195624de76af70e9cd6af91d34f98f74818c02ddcc792b11597b
SCREEN,24,P2_SCREEN_C3_20260826_231841_024,IMG_003795,2026-08-26T15:19:18.069217+00:00,2026-08-26T15:19:19.748989+00:00,1.679772,1.627145767211914,1619348776,1.619348776,464114467,0.464114467,121021508,0.121021508,585889203,0.585889203,0.007796991211914017,0.2866056243587144,0.0747346771700033,0.3618054440669797,598,74,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,703e735086d99182053612c80c9c6ea191cce537dfeb1d2c61626e6efb394b1b,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003795.jpg,448,336,12610,349dca02aa842f24e018662fdbffaa3e793a8942f2042d7a6becbaf903fc3cda
SCREEN,25,P2_SCREEN_C3_20260826_231841_025,IMG_003796,2026-08-26T15:19:19.750085+00:00,2026-08-26T15:19:21.446470+00:00,1.696385,1.632582187652588,1624088425,1.624088425,428999705,0.428999705,127956828,0.127956828,543760620,0.54376062,0.008493762652587833,0.264147997360427,0.07878686038908256,0.33480973796115815,598,69,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,57174e902bab4a4d1477fdb6ec7ffa0c7a7458cf89db796153745afe4ffbb19c,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003796.jpg,448,336,12088,7a01b1e0594cd80509ad9e02a06041a20d260bc6cde1f568e0a6ecc70609481b
SCREEN,26,P2_SCREEN_C3_20260826_231841_026,IMG_003797,2026-08-26T15:19:21.447496+00:00,2026-08-26T15:19:23.083660+00:00,1.636164,1.580758810043335,1574633232,1.574633232,486641362,0.486641362,119868116,0.119868116,492714996,0.492714996,0.006125578043334912,0.3090506107138986,0.07612446731341435,0.31290778448399975,598,60,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,b9a1657ef4ebf2367368ce7885465511ce790a08431195cf4714d84018599f74,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003797.jpg,448,336,11397,27c611f4366b13e153100d5989661838afb169a06f2227483489b71c53f19f74
SCREEN,27,P2_SCREEN_C3_20260826_231841_027,IMG_003798,2026-08-26T15:19:23.084698+00:00,2026-08-26T15:19:24.843234+00:00,1.758536,1.705918550491333,1698115296,1.698115296,402990474,0.402990474,142281965,0.142281965,583609502,0.583609502,0.0078032544913329005,0.2373163205992345,0.0837881652295063,0.34368072849630577,598,67,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,fd83f0b1328d4a65b2fd7492af0781dcc050a19361b41e7a19d46a9630fff142,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003798.jpg,448,336,16286,2192d987930c283e7653b8dc17a43569e36e0469950ec8cfc27cf2818f75389c
SCREEN,28,P2_SCREEN_C3_20260826_231841_028,IMG_003799,2026-08-26T15:19:24.844185+00:00,2026-08-26T15:19:26.558861+00:00,1.714676,1.6616621017456055,1653535138,1.653535138,505404549,0.505404549,116607269,0.116607269,466142865,0.466142865,0.008126963745605398,0.30565092775186004,0.07051998250308728,0.28190683964769786,598,53,True,stop,200,685bb9724b1faa96298c1e6cf8139774d82afbc9d2f30cdd154fbe5cb776951e,872e7210a216c9d496b7930f0b9cf4cef059012ab7c9c4aea23138f3dc8086fe,qwen3.5:4b,json,False,False,"{""num_ctx"":8192,""num_predict"":256,""temperature"":0}",False,1c9d75f4a8dfc096708c8977808fe92a4f8a9cca8ef2b3b140770ba7d4b5c60f,/home/yanbo/net_vlm_person_fallen_v2_optimization/05_p2_hard_negative_semantic_optimization/04_screening/C3/processed_448x336/IMG_003799.jpg,448,336,14761,174f3fad1ce5b00dcff8d7bc2a5301d56648800696e27599759b3a81d1b17e63
