diagnostic_id,expected_v4_outcome,selection_basis,item_id,source_family,prompt_id,media_id,group_id,source_split,v3_split,image_path,image_sha256,image_sha_basis,prompt_path,prompt_sha256,taxonomy,old_role,old_label,ground_truth,metric_stratum,source_provenance_status,gt_type,gt_source,human_semantic_review_required,formal_v3_evaluation,person_detected,detector_confidence,detector_box_area_ratio,full_view_path,full_view_sha256,crop_view_path,crop_view_sha256,view_count,diagnostic_class,expected_pose_family,diagnostic_original_id,diagnostic_original_selection_basis,operational_id,experiment_stratum,experiment_role,phase,request_id
PFV4DEV_0321,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G003_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G003_V01,,PF_P4D_HN_SIT_G003,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V01.png,82c93c11913b624d905bbe6229fb23e3c28feced12dc8004e04a8a5e7e3f721b,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G003_V01.txt,cd5f06b9d914bfaf65b39d00a6e89f9c26c154fba6ea2bf4304f8308a98fca87,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9052770137786865,0.1313814198883106,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0321/full_scene.jpg,89b0ec8a713aea4dd5911c6ab04c3b0156d03015c9c93399c771c4ced2056d54,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0321/person_crop.jpg,751395808c2de14cc40cd50728eac02a9c7cd865b5dea46bba65901ccbb1f81c,2,floor_sitting,floor_sitting,PFV4D_0011,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0321,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0011
PFV4DEV_0322,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G003_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G003_V02,,PF_P4D_HN_SIT_G003,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V02.png,cdf600081cce213b1f9bad1c9f9fbfed646e637c5236cf94207930eeefd4b0b4,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G003_V02.txt,e007e022535ddda747ea46a0737dcd9fad53b20a0b4e0a13d833d07571193db0,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9201222062110901,0.15939780289979857,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0322/full_scene.jpg,b70a84a399af3336588524ace77ddcd036cab13d62b80801ca1d9b89230d2510,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0322/person_crop.jpg,1e503512da6ccd9f0170391baa6b23de552818afdb6a7a7ad986936b113a4e40,2,floor_sitting,floor_sitting,PFV4D_0012,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0322,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0012
PFV4DEV_0323,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G003_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G003_V03,,PF_P4D_HN_SIT_G003,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V03.png,46e0ab9a8342d2fcafe30c36d58e79d718b6e4c9599bb81dda89718beddeb572,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G003_V03.txt,adac94a9716abcf12e45f452d0fd74e38f05b30c9a0498e835de033f663a983f,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9031217098236084,0.4582187618595299,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0323/full_scene.jpg,510a6da0363e0d7d1c1d41d1ca5b0da9bf433a847c815075d34a3bbd3d303909,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0323/person_crop.jpg,5d542d729fe75f2ac503c983220b9125edcd92dfa674dbe38591487a5b941038,2,floor_sitting,floor_sitting,PFV4D_0013,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0323,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0013
PFV4DEV_0324,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G003_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G003_V04,,PF_P4D_HN_SIT_G003,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V04.png,508aafa44c932eafee7b1820477be13106729fffa88645274c533de97f008c20,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G003_V04.txt,ac6c84c00b43f11805559fe36ae37ddb6c0a2442a7bbe7b29655306856430a94,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9298730492591858,0.19195752236555563,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0324/full_scene.jpg,079ec3f2b5aeb671d68542922768c756e2a8150d40cc34c13f4249f5c580ebf5,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0324/person_crop.jpg,91a92f7177db0954a5f3db935dfdf1d4c260b0bf18e3ac51fa3a58822389a3f4,2,floor_sitting,floor_sitting,PFV4D_0014,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0324,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0014
PFV4DEV_0325,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G003_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G003_V05,,PF_P4D_HN_SIT_G003,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V05.png,d4b910a71663ae1b2d90e1edb5af4980842e20eb492d861eb965db1d5c14ab0d,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G003_V05.txt,e3713bde3bd9de2edc811137d47e26178cefb840d9bfdd6a48bb1879e966c718,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8943492770195007,0.08003397734554407,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0325/full_scene.jpg,79d200abc29a7fba72cc04b06c4127268439b3a9c0bdc088fdceb092845355d9,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0325/person_crop.jpg,82947727abed54d74764e49f515a9cbcb4b65b671a4126d5cbd758fbd2f82e04,2,floor_sitting,floor_sitting,PFV4D_0015,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0325,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0015
PFV4DEV_0326,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G004_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G004_V01,,PF_P4D_HN_SIT_G004,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V01.png,9cc7238930c1217ea2d18dc48dbdea669e51a458fa066a7b6898b4246cbc93d9,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G004_V01.txt,b679b5073038eec3341843397175850480240eed20cb9c705b36a06a2e1a2485,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9033639430999756,0.06643798256407288,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0326/full_scene.jpg,346966b1f64514ab74513422699d787d9c753ea47491925d47fd42567d7617ee,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0326/person_crop.jpg,092f95a236d79e139dd9f59d76046693ed7612b1a480286d239bcd8abbdeff4b,2,floor_sitting,floor_sitting,PFV4D_0016,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0326,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0016
PFV4DEV_0327,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G004_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G004_V02,,PF_P4D_HN_SIT_G004,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V02.png,b4a496f7a6980d1cb33c30bb54ebb18ee79a76b3f689ee24e77f1c812603559e,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G004_V02.txt,4517579bd4a99a33eb794f019ea69b9ffe8d5cf0864148f890fe7ace47c4ed61,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9158511757850647,0.08192863296488617,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0327/full_scene.jpg,b9dabed1fe233b0d696efaffb99dac912980001c271423ef97dbe6316c838908,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0327/person_crop.jpg,72ec379c64c2ae5b17f7f74c6f31c2b8c38aa2c0cbf1ecdfb125493310e76346,2,floor_sitting,floor_sitting,PFV4D_0017,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0327,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0017
PFV4DEV_0328,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G004_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G004_V03,,PF_P4D_HN_SIT_G004,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V03.png,352eb78ed02788e59e264fdb495cb474d8ec9d29b877f5edc586785a602ea523,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G004_V03.txt,a75917ee0b99d79614495110c80eda9f42c0b1f2781039beadb627a259d372ea,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9173253178596497,0.12326618698889635,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0328/full_scene.jpg,679e55882fcf1b211006fa8d7c967329c16a9c60b453f6c256d4bab7340eabac,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0328/person_crop.jpg,c6ef9bd22dd32b0a6aa6a8946210a7c9ac12e9301ba502190d592c28e0e37b16,2,floor_sitting,floor_sitting,PFV4D_0018,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0328,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0018
PFV4DEV_0329,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G004_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G004_V04,,PF_P4D_HN_SIT_G004,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V04.png,c9270dd2a72642e56e83a834c5160de30f152ae41e126198782de08a499435f5,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G004_V04.txt,c96c21cd2e2302e2a769fa3265c28919918334b67ab6fb268b30edabc0ece664,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9071036577224731,0.09765913873005451,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0329/full_scene.jpg,28a2da7e8706100dfe73bf53d5af63b28a1571c2113acc839af85c40e63ff4c9,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0329/person_crop.jpg,7675d01685ee8938860fb2758473b99de2a17fa100e7405018decbb7322d8af3,2,floor_sitting,floor_sitting,PFV4D_0019,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0329,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0019
PFV4DEV_0330,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G004_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G004_V05,,PF_P4D_HN_SIT_G004,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V05.png,cf1efda1ab8c7d25765c3fe7bacae4d6bb400c876d2e09bcfedf9e3d89561c84,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G004_V05.txt,cf0c65aabb6f380434966f03cdf87d1118130b7ffd039bf0721c7bd753a9ea47,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9387765526771545,0.11609721481164646,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0330/full_scene.jpg,fd9349822d51c8a5c3a3c6edbea5309dcec150a48bc18f672c5de36e4813896d,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0330/person_crop.jpg,bcf850eed67923c34b2dd10c5ae953c3af5159058146a9d8154031db28e6a9cd,2,floor_sitting,floor_sitting,PFV4D_0020,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0330,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0020
PFV4DEV_0331,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G005_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G005_V01,,PF_P4D_HN_SIT_G005,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V01.png,a3852c0884e2d8f2442ffa6d9629983e06d2bf37874285d2625db3a9769b09e2,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G005_V01.txt,4dea6b9e3b52568663958fbe54ffcf5eec9ace5d0cc7b94860298ea1850301c7,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8636367917060852,0.11269211468765948,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0331/full_scene.jpg,7e62989160e9bb26d8039b006f63a3ccfdd6abf5c5cf35003b3bd3b39d209b54,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0331/person_crop.jpg,291400ad32a9af3c173facbab0f564895ea4a269f7b915445773ef7d04026ee0,2,floor_sitting,floor_sitting,PFV4D_0021,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0331,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0021
PFV4DEV_0332,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G005_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G005_V02,,PF_P4D_HN_SIT_G005,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V02.png,abd0a0f74db8549cae12f43562177bf6118439858d02a4ea8ca8302f7474f48c,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G005_V02.txt,30e4de8335a7d375e40993efdd934ec8cfa30ff1f9da7dcfad72d612b43e2740,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9090261459350586,0.08935762391976486,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0332/full_scene.jpg,124b050ae4b5506a7dd1cae9e0f61f646ff6fb8c7cf3f9e423ad2f44ac187779,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0332/person_crop.jpg,578c4cc41b02fba1192828621cd8bed6e6f6da471110d7236b578c7803552c0b,2,floor_sitting,floor_sitting,PFV4D_0022,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0332,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0022
PFV4DEV_0333,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G005_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G005_V03,,PF_P4D_HN_SIT_G005,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V03.png,748c25b7370a651e1622c1b1979922a020c1eb989045c1f27579026432da8304,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G005_V03.txt,c40c9c57557f9e6d7c69b4457ff1c7c169c0992c0a2dc157db9f74c485f861ee,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.865303099155426,0.13950295195398033,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0333/full_scene.jpg,5c547daa20a8d70f833abca58615d39a9197087ef4e883b50241dfbbb9a4f039,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0333/person_crop.jpg,36b54cf6bc671661314e096daf53231485a73252b06db5c97b4217d816aafae5,2,floor_sitting,floor_sitting,PFV4D_0023,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0333,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0023
PFV4DEV_0334,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G005_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G005_V04,,PF_P4D_HN_SIT_G005,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V04.png,417088411826ef61b505ee06ba56da664bf0226172acfad674a1bbc9dc298014,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G005_V04.txt,9385f0dbdc320f7d4a886376831ef1efd2b81d07194abb23515b9d6da1ecef5e,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.8976218104362488,0.060911443139945426,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0334/full_scene.jpg,4691bfc20c2e43795069491fb07170cf7aaaa9f797f23ada5d720172b9c4a602,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0334/person_crop.jpg,e69777e14f3518e214bbd329ce7d057816e39a02ea9458c6e187956a866a0d2e,2,floor_sitting,floor_sitting,PFV4D_0024,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0334,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0024
PFV4DEV_0335,NO_ALERT_NORMAL_POSE,ALL_FROZEN_V3_DEV_ROWS_IN_PARENT_ORDER,P4D_PLAN::PF_P4D_HN_SIT_G005_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G005_V05,,PF_P4D_HN_SIT_G005,NEW_DESIGN,V3_DEV,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V05.png,5b31b2b2ba275456a6dbf01081bc441127e29b67ec4f9f61bb94603ad1163c3b,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G005_V05.txt,e77414412a44db6751431c78ef42c4525106381dac6e40e3c07f902125878aa7,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true,true,0.9342571496963501,0.28218479511493166,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0335/full_scene.jpg,c45dd9d0509c4d562c9a0572d5d2706513fdc9dc93326ebe362eeac0894ca6d3,/home/yanbo/net_vlm_person_fallen_v2_optimization/13_person_fallen_v4_pose_attributes/prepared_full_dev/PFV4DEV_0335/person_crop.jpg,4d22e012b7181d23c04ec2ce0bc9ed483bdecc9b8c76ef759cf9bbfa3113cd45,2,floor_sitting,floor_sitting,PFV4D_0025,FROZEN_TAXONOMY_AND_STABLE_ID_ONLY,PFV4DEV_0335,normal_negative,PILOT_DEV_115,pilot,V5_B0_PILOT_0025
