media_id,event_label,sample_role,scenario_id,group_id,taxonomy,c3_status,candidate,candidate_status,transition,c3_correct,candidate_correct
IMG_003799,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_DIRECT,positive,negative->positive,True,False
IMG_003800,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003801,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,positive,S1_DIRECT,positive,positive->positive,False,False
IMG_003802,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003803,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,positive,negative->positive,True,False
IMG_003804,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,positive,S1_DIRECT,positive,positive->positive,False,False
IMG_003805,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003806,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,positive,negative->positive,True,False
IMG_003807,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003808,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,positive,S1_DIRECT,positive,positive->positive,False,False
IMG_003809,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,positive,negative->positive,True,False
IMG_003810,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,positive,negative->positive,True,False
IMG_003811,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003892,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003893,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003894,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003895,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003896,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003897,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003898,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003899,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003900,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003901,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003902,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003903,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003904,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003905,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003906,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003907,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003908,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003909,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003910,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003911,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_DIRECT,negative,negative->negative,True,True
IMG_003982,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003983,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003984,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003985,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003986,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003987,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003988,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003989,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003990,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003991,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003992,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003993,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003994,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003995,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003996,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003997,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003998,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_003999,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004000,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004001,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004012,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004013,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004014,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004015,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004016,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004017,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004018,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004019,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004020,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004021,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004072,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004073,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004074,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004075,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004076,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004077,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004078,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004079,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004080,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004081,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004082,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004083,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004084,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004085,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004086,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004087,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004088,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004089,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004090,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004091,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_DIRECT,positive,positive->positive,True,True
IMG_004192,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004193,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004194,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,negative,S1_DIRECT,positive,negative->positive,,
IMG_004195,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004196,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004197,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004198,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,negative,S1_DIRECT,negative,negative->negative,,
IMG_004199,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004200,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_004201,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_DIRECT,positive,positive->positive,,
IMG_003702,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,positive,negative->positive,True,False
IMG_003703,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,negative,negative->negative,True,True
IMG_003704,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,negative,negative->negative,True,True
IMG_003705,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,positive,negative->positive,True,False
IMG_003706,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,positive,negative->positive,True,False
IMG_003707,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,negative,negative->negative,True,True
IMG_003708,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,positive,negative->positive,True,False
IMG_003709,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,positive,negative->positive,True,False
IMG_003710,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,negative,negative->negative,True,True
IMG_003711,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,sitting_on_floor,negative,S1_RULE,negative,negative->negative,True,True
IMG_003752,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003753,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003754,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003755,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003756,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003757,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003758,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003759,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003760,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003761,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,squatting_or_crouching,negative,S1_RULE,negative,negative->negative,True,True
IMG_003792,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003793,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003794,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003795,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,positive,S1_RULE,positive,positive->positive,False,False
IMG_003796,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003797,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003798,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,positive,S1_RULE,positive,positive->positive,False,False
IMG_003799,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,positive,negative->positive,True,False
IMG_003800,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,negative,S1_RULE,negative,negative->negative,True,True
IMG_003801,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,exercise_pushup_or_plank,positive,S1_RULE,positive,positive->positive,False,False
IMG_003802,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,negative,negative->negative,True,True
IMG_003803,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,positive,negative->positive,True,False
IMG_003804,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,positive,S1_RULE,positive,positive->positive,False,False
IMG_003805,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,negative,negative->negative,True,True
