review_row_id,prompt_id,image_path,image_path_uri,raw_path,group_id,planned_split,planned_role,taxonomy,provider,historical_adapter_version,accept_reject_uncertain,reviewed_event_label,reviewed_sample_role,semantic_alignment,image_artifact_status,review_status,reviewer,review_timestamp,notes
PFV2-FC-0011,PF_P4D_HN_SIT_G003_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G003_V01.png,PF_P4D_HN_SIT_G003,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0012,PF_P4D_HN_SIT_G003_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G003_V02.png,PF_P4D_HN_SIT_G003,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0013,PF_P4D_HN_SIT_G003_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G003_V03.png,PF_P4D_HN_SIT_G003,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0014,PF_P4D_HN_SIT_G003_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G003_V04.png,PF_P4D_HN_SIT_G003,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0015,PF_P4D_HN_SIT_G003_V05,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V05.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G003_V05.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G003_V05.png,PF_P4D_HN_SIT_G003,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0016,PF_P4D_HN_SIT_G004_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G004_V01.png,PF_P4D_HN_SIT_G004,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0017,PF_P4D_HN_SIT_G004_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G004_V02.png,PF_P4D_HN_SIT_G004,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0018,PF_P4D_HN_SIT_G004_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G004_V03.png,PF_P4D_HN_SIT_G004,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0019,PF_P4D_HN_SIT_G004_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G004_V04.png,PF_P4D_HN_SIT_G004,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0020,PF_P4D_HN_SIT_G004_V05,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V05.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G004_V05.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G004_V05.png,PF_P4D_HN_SIT_G004,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0021,PF_P4D_HN_SIT_G005_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G005_V01.png,PF_P4D_HN_SIT_G005,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0022,PF_P4D_HN_SIT_G005_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G005_V02.png,PF_P4D_HN_SIT_G005,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0023,PF_P4D_HN_SIT_G005_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G005_V03.png,PF_P4D_HN_SIT_G005,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0024,PF_P4D_HN_SIT_G005_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G005_V04.png,PF_P4D_HN_SIT_G005,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0025,PF_P4D_HN_SIT_G005_V05,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V05.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G005_V05.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G005_V05.png,PF_P4D_HN_SIT_G005,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0026,PF_P4D_HN_SIT_G006_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G006_V01.png,PF_P4D_HN_SIT_G006,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0027,PF_P4D_HN_SIT_G006_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G006_V02.png,PF_P4D_HN_SIT_G006,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0028,PF_P4D_HN_SIT_G006_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G006_V03.png,PF_P4D_HN_SIT_G006,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0029,PF_P4D_HN_SIT_G006_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G006_V04.png,PF_P4D_HN_SIT_G006,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0030,PF_P4D_HN_SIT_G006_V05,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V05.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G006_V05.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G006_V05.png,PF_P4D_HN_SIT_G006,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0031,PF_P4D_HN_SIT_G007_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G007_V01.png,PF_P4D_HN_SIT_G007,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0032,PF_P4D_HN_SIT_G007_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G007_V02.png,PF_P4D_HN_SIT_G007,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0033,PF_P4D_HN_SIT_G007_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G007_V03.png,PF_P4D_HN_SIT_G007,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0034,PF_P4D_HN_SIT_G007_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G007_V04.png,PF_P4D_HN_SIT_G007,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0035,PF_P4D_HN_SIT_G007_V05,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V05.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G007_V05.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G007_V05.png,PF_P4D_HN_SIT_G007,NEW_DESIGN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0036,PF_P4D_HN_SIT_G008_V01,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V01.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V01.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G008_V01.png,PF_P4D_HN_SIT_G008,NEW_SCREEN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0037,PF_P4D_HN_SIT_G008_V02,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V02.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V02.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G008_V02.png,PF_P4D_HN_SIT_G008,NEW_SCREEN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0038,PF_P4D_HN_SIT_G008_V03,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V03.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V03.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G008_V03.png,PF_P4D_HN_SIT_G008,NEW_SCREEN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
PFV2-FC-0039,PF_P4D_HN_SIT_G008_V04,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V04.png,file:///home/yanbo/%E4%B8%8B%E8%BD%BD/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G008_V04.png,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/generated_raw/PF_P4D_HN_SIT_G008_V04.png,PF_P4D_HN_SIT_G008,NEW_SCREEN,hard_negative,floor_sitting,codex,LEGACY_NO_ADAPTER,,,,,,unreviewed,,,
