media_id,image_path,image_sha256,event_label,sample_role,scenario_id,group_id,original_split,p2_internal_role,source_type
IMG_003738,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/337_h04-kneeling-07.png,cf0fab739e5b2dba3b00eaabca7a446d0681ad5c6c05a8dbb6b0d7c28861bfcd,0,hard_negative,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,DEV,P2_DESIGN,ai_generated
IMG_003739,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/338_h04-kneeling-08.png,c8cb3323d15195f6ab37a8612bda59fe1b5c5709447488b249b6ad10f803b39d,0,hard_negative,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,DEV,P2_DESIGN,ai_generated
IMG_003740,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/339_h04-kneeling-09.png,95ef71cca5f36a01b13631fe23712631906745bb360b3232c4788152083d3e8e,0,hard_negative,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,DEV,P2_DESIGN,ai_generated
IMG_003741,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/340_h04-kneeling-10.png,0fd7a8679875274d283899f60951ec8bbfb07d48c512677d4326f8c28f1490dd,0,hard_negative,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,DEV,P2_DESIGN,ai_generated
IMG_003742,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/341_h05-squatting-01.png,c9a1818d75502dd3d49f09aec32fd72a5c3d4f4753628f8e446bd05431687831,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003743,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/342_h05-squatting-02.png,c01f918d19a67837bd2ac6ffef2744eda19c79753cb42a35e8813f6607eed406,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003744,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/343_h05-squatting-03.png,1ed23067edcea8314d40a89b2f0099b09a4158392f566ffda462ffbf94f69dec,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003745,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/344_h05-squatting-04.png,ea21f40aae14122b6aad0d2b26e191b6a5831ee2cfd5243299715cfeceda9682,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003746,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/345_h05-squatting-05.png,1e4dc4cdacc66d3065bdf94b0485b2471346e343c932d4b151577c9ce4914840,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003747,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/346_h05-squatting-06.png,ebc7a165a2f361248ae7b5da7d777e9a8cefcac5782919f245795395f5e4dad4,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003748,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/347_h05-squatting-07.png,f7ed8f5d26dcd88e619f034c2433fcc5e45099454abf424c90e0f40b041529f1,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003749,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/348_h05-squatting-08.png,57fb50e97101ae1cda04436212fb0824c636fe0e3c9191df396359df86b78885,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003750,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/349_h05-squatting-09.png,1d65e08d16ef340f6405ccb60f352ea7050ebc21d5a07c0596a4300c3832ec60,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003751,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/350_h05-squatting-10.png,96b35071dbdb8c08a0b6cdcea3b29254263c2e8f23bc580f16a05affdaef1cb4,0,hard_negative,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,DEV,P2_DESIGN,ai_generated
IMG_003762,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/361_h07-deep-bending-picking-up-items-01.png,3cd2d69225587134247c61e84a90055f9263867f885b60900d79f8b8694c91d7,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003763,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/362_h07-deep-bending-picking-up-items-02.png,7bf20fa13e69139b8874c930ee245517752c005e62842c8cf2cfcef474aec026,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003764,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/363_h07-deep-bending-picking-up-items-03.png,4e2129d39ced0b8e46b950449cd4ad48a5fa5bfc7391129916c226441a2ef9de,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003765,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/364_h07-deep-bending-picking-up-items-04.png,73297f5338a958b2cbfb7d2852f21215f4f3c2796efdd1c0d411aca59420b63c,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003766,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/365_h07-deep-bending-picking-up-items-05.png,bc4efb01b55985b35af985f38408d386d11cfd7fd11f6a739d781c11df2a5519,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003767,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/366_h07-deep-bending-picking-up-items-06.png,831c2c6bfb1688043d0446b34aafb679bf35a3f31111dcd322a6256278fdef1d,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003768,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/367_h07-deep-bending-picking-up-items-07.png,79425afdceda6470c49498d375bdeb97e3b0ec24b6a4362771a0071f0c98f474,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003769,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/368_h07-deep-bending-picking-up-items-08.png,eb3a93d5001918d6667baef0276e5a9ab6386e2d4e3a911e3bfb5b11e7990f18,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003770,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/369_h07-deep-bending-picking-up-items-09.png,31e8875b4138b283db834f0e157c46911c3afc0b6a3e61e4dade64dc5ae0b9dd,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003771,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/370_h07-deep-bending-picking-up-items-10.png,7972361e975c8ecd25f7e1913a677d6a3a4398700459712f51f483a610003079,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003772,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/371_h08-deep-bending-picking-up-items-01.png,f04fb21225a9ff7f6c6452c2b9958413bffe162dafc13672883e5f8b88f90b19,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003773,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/372_h08-deep-bending-picking-up-items-02.png,4b1351f2a093e5e070086aba2464c9f523abb19afe101a9b27134d10c88311a2,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003774,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/373_h08-deep-bending-picking-up-items-03.png,21a12c82ab225ee00d3c587a42019afc9d9f89044201cc7d65d40a513e89779a,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003775,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/374_h08-deep-bending-picking-up-items-04.png,4af3beb43796a537b6d2a6b06b4cdee75b0dfaf302f41b74ac9c42815cb454d2,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003776,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/375_h08-deep-bending-picking-up-items-05.png,684d51921547237aa0163f511155f18a911860610defed850f7af3353bdd43a7,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003777,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/376_h08-deep-bending-picking-up-items-06.png,5ed852acfb613f62d806ae9387a129a8441078e95bf98a8681a85b2019d7c1ff,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003778,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/377_h08-deep-bending-picking-up-items-07.png,98746b30c8fb3d5defaae1cabb25c4d708a6c9ba8306a1785888431a99b2e8f9,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003779,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/378_h08-deep-bending-picking-up-items-08.png,9b9c53476c8f197ebb4c7069c8ffa54f1a72385f8db028076dd3824d0888e142,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003780,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/379_h08-deep-bending-picking-up-items-09.png,3ca6ded7e9efd01403f5f564bf3bbaa2ce7cc53a9e4d4c9c5327c6e862dd35ae,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003781,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/380_h08-deep-bending-picking-up-items-10.png,bddb297fd24794a0fb12903c66b06983947d457f7cd37306d8b8b8cada0f3978,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated
IMG_003782,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/381_h09-exercise-push-up-plank-01.png,44e8623e2ad766479925476c92fbab18bc3c1e7ba9e45c5654134bc13c936f2c,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003783,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/382_h09-exercise-push-up-plank-02.png,7dedf3f76b5dee1261b3a17ffca7cddd821fba988c617c2009b9040b935b1821,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003784,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/383_h09-exercise-push-up-plank-03.png,fe68b7260d64c41240854528bd9b8288ee9273426440d9565c628b7b96b5d279,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003785,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/384_h09-exercise-push-up-plank-04.png,a77070411d9ef6b04478c49bacf57f784dccc1ec7c4ba101221f19a027028dec,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003786,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/385_h09-exercise-push-up-plank-05.png,f7e3f93d49290d8262bf2f119da7e4d34e03675776f035ed52eb7b863efcd793,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003787,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/386_h09-exercise-push-up-plank-06.png,4b03baae4546eb6f47fb73a16830c7a1ba949f331babc98b0bbccba0c05b7c11,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003788,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/387_h09-exercise-push-up-plank-07.png,4708f5506f9bc32adfa05ccf4926c76a7841034d02e658a652a832c7cb4a4adc,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003789,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/388_h09-exercise-push-up-plank-08.png,21f4286a344ea0ac02c3f5ce64d9873282b0e088c68b5f15cb1aaee753ab9c96,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003790,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/389_h09-exercise-push-up-plank-09.png,f1247d624540a5c7d88d0ec34acd267160c564003bea77c3aae1df5cfcafe50b,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003791,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/390_h09-exercise-push-up-plank-10.png,38734fed0f3668e0742c0ab92ea498ec156e09d8300ecf9c3c49cc36154805b7,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated
IMG_003882,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/201_n01-normal-standing-01.png,457cfa92c5ab41f354d579c4d14852a123235fc8e559db33a211b7302b050029,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003883,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/202_n01-normal-standing-02.png,920c606e31ac7bcaa90a07a65cb3c274e2f1c2c9c013bc9a6d0a9d606b5c9679,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003884,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/203_n01-normal-standing-03.png,a1cd8e89742ed199a07308870b4962f4340aef43264a81c77a6a79722d89d926,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003885,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/204_n01-normal-standing-04.png,ce9dc025af14a475e18224fc33de4e53f4c219f05c455b849eda6519a28280f2,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003886,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/205_n01-normal-standing-05.png,4fa6866d8b13f3823e1035a827511e4ffd540a6d33ecd03a46d1cb139a5cbb90,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003887,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/206_n01-normal-standing-06.png,6786cd4c5ce2d5100e95e9ca8a85a3ee6c0074d2661b445a20b694d5bf35814f,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003888,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/207_n01-normal-standing-07.png,e6d31485e30861fae7d360b9d9e23306e8b4317762269bf9239faa555516baee,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003889,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/208_n01-normal-standing-08.png,5dbf27cf5cbc6edd6b8d4aedddf6f42e9ac9809a1f40a430e968ab70da572ea4,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003890,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/209_n01-normal-standing-09.png,cf12a0c87783adfbb55c87a7b1f10fd0a02c273e0a80097167298edaf9349965,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003891,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/210_n01-normal-standing-10.png,83bedc0973a8c202da41709e7b7ff62f64b014c5d58c8b2a11779b40c3285a87,0,negative,pf_v2_aigc_n01-normal-standing,pf_v2_aigc_n01-normal-standing,DEV,P2_DESIGN,ai_generated
IMG_003912,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/231_n04-normal-seated-on-chair-stool-01.png,9968329187d7c0273dcc1769c05d88e846009f0fd54a7d280664fca6706c0a46,0,negative,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,DEV,P2_DESIGN,ai_generated
